slug,title,first_line,book_slug,book_title,text,html_url,json_url,txt_url
songs-i,Songs I,(thee will i praise between those rivers whose,tulips-and-chimneys,Tulips and Chimneys,"(thee will i praise between those rivers whose
white voices pass upon forgetting(fail
me not)whose courseless waters are a gloat
of silver;o’er whose night three willows wail,
a slender dimness in the unshapeful hour
making dear moan in tones of stroked flower;
let not thy lust one threaded moment lose:
haste)the very shadowy sheep float
free upon terrific pastures pale,

whose tall mysterious shepherd lifts a cheek
teartroubled to the momentary wind
with guiding smile,lips wisely minced for blown
kisses,condemnatory fingers thinned
of pity—so he stands counting the moved
myriads wonderfully loved,
(hasten, it is the moment which shall seek
all blossoms that do learn,scents of not known
musics in whose careful eyes are dinned;

and the people of the perfect darkness fills
his mind who will their hungering whispers hear
with weepings soundless,saying of “alas
we were chaste on earth we ghosts:hark to the sheer
cadence of our gray flesh in the gloom!
and still to be immortal is our doom;
but a rain frailly raging whom the hills
sink into and their sunsets,it shall pass.
Our feet tread sleepless meadows sweet with fear”)

then be with me:unseriously seem
by the perusing greenness of thy thought
my golden soul fabulously to glue
in a superior terror;be thy taut
flesh silver,like the currency of faint
cities eternal—ere the sinless taint
of thy long sinful arms about me dream
shall my love wholly taste thee as a new
wine from steep hills by darkness softly brought—

(be with me in the sacred witchery
of almostness which May makes follow soon
on the sweet heels of passed afterday,
clothe thy soul’s coming merely,with a croon
of mingling robes musically revealed
in rareness:let thy twain eyes deeply wield
a noise of petals falling silently
through the far-spaced possible nearaway
from huge trees drenched by a rounding moon)",https://cummings.ee/book/tulips-and-chimneys/poem/songs-i/,https://cummings.ee/book/tulips-and-chimneys/poem/songs-i.json,https://cummings.ee/book/tulips-and-chimneys/poem/songs-i.txt
songs-ii,Songs II,Always before your voice my soul,tulips-and-chimneys,Tulips and Chimneys,"Always before your voice my soul
half-beautiful and wholly droll
is as some smooth and awkward foal,
whereof young moons begin
the newness of his skin

so of my stupid sincere youth
the exquisite failure uncouth
discovers a trembling and smooth
Unstrength,against the strong
silences of your song;

or as a single lamb whose sheen
of full unsheared fleece is mean
besides its lovelier friends,between
your thoughts more white than wool
My thought is sorrowful:

but my heart smote in trembling thirds
of anguish quivers to your words,
As to a flight of thirty birds
shakes with a thickening fright
the sudden fooled light.

it is autumn of the year:
When through the thin air stooped with fear,
acrosss the harvest whitely peer
empty of surprise
death’s faultless eyes

(whose hand my folded soul shall know
while on faint hills do frailly go
The peaceful terrors of the snow,
and before your dead face
which sleeps,a dream shall pass)

and these my days their sounds and flowers
Fall in a pride of petaled hours,
like flowers at the feet of mowers
whose bodies strong with love
through meadows hugely move.

yet what am i that such and such
mysteries very simply touch
me,whose heart-wholeness overmuch
Expects of your hair pale,
a terror musical?

while in an earthless hour my fond
soul seriously yearns beyond
this fern of sunset frond on frond
opening in a rare
Slowness of gloried air...

The flute of morning stilled in noon—
noon the implacable bassoon—
now Twilight seeks the thrill of moon,
washed with a wild and thin
despair of violin",https://cummings.ee/book/tulips-and-chimneys/poem/songs-ii/,https://cummings.ee/book/tulips-and-chimneys/poem/songs-ii.json,https://cummings.ee/book/tulips-and-chimneys/poem/songs-ii.txt
songs-iii,Songs III,The fingers make early flowers of,tulips-and-chimneys,Tulips and Chimneys,"The fingers make early flowers of
all things.
thy hair mostly the hours love:
a smoothness which
sings,saying
(though love be a day)
do not fear, we will go amaying.

the whitest feet crisply are straying.
Always
they moist eyes are at kisses playing,
whose strangeness much
says;singing
(thought love be a day)
for which girl art thou flowers bringing?

To be they lips is a sweet thing
and small.
Death,Thee i call rich beyond wishing
if this thou catch,
else missing.
(though love be a day
and life be nothing,it shall not stop kissing).",https://cummings.ee/book/tulips-and-chimneys/poem/songs-iii/,https://cummings.ee/book/tulips-and-chimneys/poem/songs-iii.json,https://cummings.ee/book/tulips-and-chimneys/poem/songs-iii.txt
songs-iv,Songs IV,All in green went my love riding,tulips-and-chimneys,Tulips and Chimneys,"All in green went my love riding
on a great horse of gold
into the silver dawn.

four lean hounds crouched low and smiling
the merry deer ran before.

Fleeter be they than dappled dreams
the swift sweet deer
the red rare deer.

Four red roebuck at a white water
the cruel bugle sang before.

Horn at hip went my love riding
riding the echo down
into the silver dawn.

four lean hounds crouched low and smiling
the level meadows ran before.

Softer be they than slippered sleep
the lean lithe deer
the fleet flown deer.

Four fleet does at a gold valley
the famished arrow sang before.

Bow at belt went my love riding
riding the mountain down
into the silver dawn.

four lean houds crouched low and smiling
the sheer peaks ran before.

Paler be they than daunting death
the sleek slim deer
the tall tense deer.

Four tall stags at a green mountain
the lucky hunter sang before.

All in green went my love riding
on a great horse of gold
into the silver dawn.

four lean hounds crouched low and smiling
my heart fell dead before.",https://cummings.ee/book/tulips-and-chimneys/poem/songs-iv/,https://cummings.ee/book/tulips-and-chimneys/poem/songs-iv.json,https://cummings.ee/book/tulips-and-chimneys/poem/songs-iv.txt
songs-vi,Songs VI,when god lets my body be,tulips-and-chimneys,Tulips and Chimneys,"when god lets my body be

From each brave eye shall sprout a tree
fruit that dangles therefrom

the purpled world will dance upon
Between my lips which did sing

a rose shall beget the spring
that maidens whom passion wastes

will lay between their little breasts
My strong fingers beneath the snow

Into strenuous birds shall go
my love walking in the grass

their wings will touch her face
and all the while shall my heart be

With the bulge and nuzzle of the sea",https://cummings.ee/book/tulips-and-chimneys/poem/songs-vi/,https://cummings.ee/book/tulips-and-chimneys/poem/songs-vi.json,https://cummings.ee/book/tulips-and-chimneys/poem/songs-vi.txt
songs-v,Songs V,Doll’s boy ’s asleep,tulips-and-chimneys,Tulips and Chimneys,"Doll’s boy ’s asleep
under a stile
he sees eight and twenty
ladies in a line

the first lady
says to nine ladies
his lips drink water
but his heart drinks wine

the tenth lady
says to nine ladies
they must chain his foot
for his wrist ’s too fine

the nineteenth
says to nine ladies
you take his mouth
for his eyes are mine.

Doll’s boy ’s asleep
under the stile
for every mile the feet go
the heart goes nine",https://cummings.ee/book/tulips-and-chimneys/poem/songs-v/,https://cummings.ee/book/tulips-and-chimneys/poem/songs-v.json,https://cummings.ee/book/tulips-and-chimneys/poem/songs-v.txt
sonnets-actualities-i,Sonnets—Actualities I,"a thing most new complete fragile intense,",tulips-and-chimneys,Tulips and Chimneys,"a thing most new complete fragile intense,
which wholly trembling memory undertakes
—your kiss,the little pushings of flesh,makes
my body sorry when the minute moon
is a remarkable splinter in the quick
of twilight
           ....or if sunset utters one
unhurried muscled huge chromatic
fist skilfully modeling silence
—to feel how through the stopped entire day
horribly and seriously thrills
the moment of enthusiastic space
is a little wonderful,and say
Perhaps her body touched me;and to face

suddenly the lighted living hills",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-i/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-i.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-i.txt
sonnets-actualities-ii,Sonnets—Actualities II,my love is buiding a building,tulips-and-chimneys,Tulips and Chimneys,"my love is buiding a building
around you,a frail slippery
house,a strong fragile house
(beginning at the singular beginning

of your smile)a skilful uncouth
prison,a precise clumsy
prison(building thatandthis into Thus,
Around the reckless magic of your mouth)

my love is building a magic,a discrete
tower of magic and(as i guess)

when Farmer Death(whom fairies hate)shall

crumble the mouth-flower fleet
He’ll not my tower,
                   laborious, casual

where the surrounded smile
                           hangs

                                 breathless",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-ii/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-ii.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-ii.txt
sonnets-actualities-iii,Sonnets—Actualities III,yours is the music for no instrument,tulips-and-chimneys,Tulips and Chimneys,"yours is the music for no instrument
yours the preposterous colour unbeheld

—mine the unbought contemptuous intent
till this our flesh merely shall be excelled
by speaking flower
                  (if i have made songs

it does not greatly matter to the sun,
nor will rain care
                  cautiously who prolongs
unserious twilight)Shadows have begun

the hair’s worm huge,ecstatic,rathe....

yours are the poems i do not write.

In this at least we have got a bulge of death,
silence,and the keenly musical light

of sudden nothing....la bocca mia “he
kissed wholly trembling”

                        or so thought the lady.",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-iii/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-iii.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-iii.txt
sonnets-actualities-iv,Sonnets—Actualities IV,by little accurate saints thickly which tread,tulips-and-chimneys,Tulips and Chimneys,"by little accurate saints thickly which tread
the serene nervous light of paradise—
by angelfaces clustered like bright lice

about god’s capable dull important head—
by on whom glories whisperingly impinge
(god’s pretty mother)but may not confuse

the clever hair nor rout the young mouth whose
lips being a smile exactly strange—
this painter should have loved my lady.
And by this throad a little suddenly lifted

in singing—hands fragile whom almost tire
the sleepshaped lilies—

                        should my lady’s body
with these frail ladies dangerously respire:

impeccable girls in raiment laughter-gifted.",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-iv/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-iv.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-iv.txt
sonnets-actualities-v,Sonnets—Actualities V,notice the convulsed orange inch of moon,tulips-and-chimneys,Tulips and Chimneys,"notice the convulsed orange inch of moon
perching on this silver minute of evening.

We’ll choose the way to the forest—no offense
to you,white town whose spires softly dare.
Will take the houseless wisping rune
of road lazily carved on sharpening air.

Fields lying miraculous in violent silence

fill with microscopic whithering
...(that’s the Black People,cherie,
who live under stones.) Don’t be afraid

and we will pass the simple ugliness
of exact tombs,where a large road crosses
and all the people are minutely dead.

Then you will slowly kiss me",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-v/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-v.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-actualities-v.txt
sonnets-realities-i,Sonnets—Realities I,the Cambridge ladies who live in furnished souls,tulips-and-chimneys,Tulips and Chimneys,"the Cambridge ladies who live in furnished souls
are unbeautiful and have comfortable minds
(also,with the church’s protestant blessings
daughters,unscented shapeless spirited)
they believe in Christ and Longfellow,both dead,
are invariably interested in so many things—
at the present writing one still finds
delighted fingers knitting for the is it Poles?
perhaps.   While permanent faces coyly bandy
scandal of Mrs. N and Professor D
....the Cambridge ladies do not care,above
Cambridge if sometimes in its box of
sky lavender and cornerless,the
moon rattles like a fragment of angry candy",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-i/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-i.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-i.txt
sonnets-realities-ii,Sonnets—Realities II,"goodby Betty,don’t remember me",tulips-and-chimneys,Tulips and Chimneys,"goodby Betty,don’t remember me
pencil your eyes dear and have a good time
with the tall tight boys at Tabari’
s,keep your teeth snowy,stick to beer and lime,
wear dark,and where your meeting breasts are round
have roses darling,it’s all i ask of you—
but that when light fails and this sweet profound
Paris moves with lovers,two and two
bound for themselves,when passionate dusk
brings softly down the perfume of the world
(and just as smaller stars begin to husk
heaven)you, you exactly paled and curled

with mystic lips take twilight where i know:
proving to Death that Love is so and so.",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-ii/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-ii.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-ii.txt
sonnets-realities-iii,Sonnets—Realities III,ladies and gentlemen this little girl,tulips-and-chimneys,Tulips and Chimneys,"ladies and gentlemen this little girl
with the good teeth and small important breasts
(is it the Frolic or the Century whirl?
one’s memory indignantly protests)
this little dancer with the tightened eyes
crisp ogling shoulders and the ripe quite too
large lips always clenched faintly,wishes you
with all her fragile might to not surmise
she dreamed on afternoon
                         ....or maybe read?

of a time when the beautiful most of her
(this here and This,do you get me?)
will maybe dance and maybe sing and be
absitively posolutely dead,
like Coney Island in winter",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-iii/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-iii.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-iii.txt
sonnets-realities-iv,Sonnets—Realities IV,when you rang at Dick Mid’s Place,tulips-and-chimneys,Tulips and Chimneys,"when you rang at Dick Mid’s Place
the madam was a bulb stuck in the door.
a fang of wincing gas showed how
hair,in two fists of shrill colour,
clutched the dull volume of her tumbling face
scribbled with a big grin.   her sow-
eyes clicking mischief from thick lids.
the chunklike nose on which always the four
tablets of perspiration erectly sitting.
—If they knew you at Dick Mid’s
the three trickling chins began to traipse
into the cheeks “eet smeestaire steevensun
kum een, dare ease Bet,an Leelee,an dee beeg wun”
her handless wrists did gooey severe shapes.",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-iv/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-iv.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-iv.txt
sonnets-realities-v,Sonnets—Realities V,"“kitty”. sixteen,5’ 1”,white,prostitute.",tulips-and-chimneys,Tulips and Chimneys,"“kitty”. sixteen,5’ 1”,white,prostitute.

ducking always the touch of must and shall,
whose slippery body is Death’s littlest pal,

skilled in quick softness.   Unspontaneous.   cute.

the signal perfume of whose unrepute
focusses in the sweet slow animal
bottomless eyes importantly banal,

Kitty.  a whore.  Sixteen
                         you corking brute
amused from time to time by clever drolls
fearsomely who do keep their sunday flower.
The babybreasted broad “kitty” twice eight

—beer nothing,the lady’ll have a whiskey-sour—

whose least amazing smile is the most great
common divisor of unequal souls.",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-v/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-v.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-v.txt
sonnets-realities-vi,Sonnets—Realities VI,"when thou hast taken thy last applause,and when",tulips-and-chimneys,Tulips and Chimneys,"when thou hast taken thy last applause,and when
the final curtain strikes the world away,
leaving to shadowy silence and dismay
that stage which shall not know they smile again,
lingering a little while i see thee then
ponder the tinsel part they let thee play;
i see the large lips livid,the face grey,
and silent smileless eyes of Magdalen.
The lights have laughed their last;without,the street
darkling awaiteth her whose feet have trod
the silly souls of men to golden dust:
she pauses on the lintel of defeat,
her heart breaks in a smile—and she is Lust....

mine also,little painted poem of god",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-vi/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-vi.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-vi.txt
sonnets-unrealities-i,Sonnets—Unrealities I,it may not always be so;and i say,tulips-and-chimneys,Tulips and Chimneys,"it may not always be so;and i say
that if your lips,which i have loved,should touch
another’s,and your dear strong fingers clutch
his heart,as mine in time not far away;
if on another’s face your sweet hair lay
in such silence as i know,or such
great writhing words as,uttering overmuch,
stand helplessly before the spirit at bay;

if this should be,i say if this should be—
you of my heart,send me a little word;
that i may go unto him,and take his hands,
saying, Accept all happiness from me.
Then shall i turn my face,and hear one bird
sing terribly afar in the lost lands.",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-i/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-i.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-i.txt
sonnets-unrealities-ii,Sonnets—Unrealities II,god gloats upon Her stunning flesh.   Upon,tulips-and-chimneys,Tulips and Chimneys,"god gloats upon Her stunning flesh.   Upon
the reachings of Her green body among
unseen things,things obscene (Whose fingers young

the caving ages curiously con)

—but the lunge of Her hunger softly flung
over the gasping shores
                       leaves his smile wan,
and his blood stopped hears in the frail anon

the shovings and the lovings of Her tongue.

god Is The Sea.   All terrors of his being
quake before this its hideous Work most old
Whose battening gesture prophecies a freeing

of ghostly chaos
                in this dangerous night
through moaned space god worships God—

                                      (behold!
where chaste stars writhe captured in brightening fright)",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-ii/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-ii.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-ii.txt
sonnets-unrealities-iv,Sonnets—Unrealities IV,when citied day with the sonorous homes,tulips-and-chimneys,Tulips and Chimneys,"when citied day with the sonorous homes
of light swiftly sink in the sorrowful hour,
they counted petals O tremendous flower
on whose huge heart prospecting darkness roams

torture my spirit with the exquisite froms
and whithers of existence,
                          as by shores
soundless,the unspeaking watcher who adores

perceived sails whose might brightness dumbs

the utterance of his soul—so even i
wholly chained to a grave astonishment
feel in my being the delirious smart

of thrilled ecstasy,where sea and sky
marry—

      to know the white ship of thy heart

on frailer ports of costlier commerce bent",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-iv/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-iv.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-iv.txt
sonnets-unrealities-iii,Sonnets—Unrealities II,it is at moments after i have dreamed,tulips-and-chimneys,Tulips and Chimneys,"it is at moments after i have dreamed
of the rare entertainment of your eyes,
when(being fool to fancy)i have deemed

with your peculiar mouth my heart made wise;
at moments when the glassy darkness holds

the genuine apparition of your smile
(it was through tears always)and silence moulds
such strangeness as was mine a little while;

moments when my once more illustrious arms
are filled with a fascination,when my breast
wears the intolerant brightness of your charms:

one pierced moment whiter than the rest

—turning from the tremendous lie of sleep
i watch the roses of the day grow deep.",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-iii/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-iii.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-iii.txt
sonnets-unrealities-v,Sonnets—Unrealities V,a wind has blown the rain away and blown,tulips-and-chimneys,Tulips and Chimneys,"a wind has blown the rain away and blown
the sky away and all the leaves away,
and the trees stand.   I think i too have known
autumn too long

              (and what have you to say,
wind wind wind—did you love somebody
and have you the petal of somewhere in your heart
pinched from dumb summer?
                          O crazy daddy
of death dance cruelly for us and start

the last leaf whirling in the final brain
of air!)Let us as we have seen see
doom’s integration.........a wind has blown the rain

away and the leaves and the sky and the
trees stand:
            the trees stand.   The trees,
suddenly wait against the moon’s face.",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-v/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-v.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-v.txt
sonnets-unrealities-vi,Sonnets—Unrealities VI,a connotation of infinity,tulips-and-chimneys,Tulips and Chimneys,"a connotation of infinity
sharpens the temporal splendor of this night

when souls which have forgot frivolity
in lowliness,noting the fatal flight
of worlds whereto this earth’s a hurled dream

down eager avenues of lifelessness

consider for how much themselves shall gleam,
in the poised radiance of perpetualness.
When what’s in velvet beyond doomed thought

is like a woman amorous to be known;
and man,whose here is always worse than naught,
feels the tremendous yonder for his own—

on such a night the sea through her blind miles

of crumbling silence seriously smiles",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-vi/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-vi.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-vi.txt
and-seven-poems-i,&:Seven Poems I,i will be,and,&,"                             i will be
M o ving in the Street of her

bodyfee l inga ro undMe the traffic of
lovely;muscles-sinke x p i r i n    g S
    uddenl
Y          totouch
                   the curvedship of
                                     Her-
....kIss   her:hands
                     will play on,mE as
dea d tunes OR s-cra p-y lea Ves flut te rin g
from Hideous trees or

    Maybe Mandolins
                    l oo k-
    pigeons fly ingand

whee(:are,SpRiN,k,LiNg an in-stant with sunLight
then)l-
ing all go BlacK wh-eel-ing

oh
  ver
      mYveRylitTle

street
where
you will come,
                  at twi li ght
   s(oon & there’s
   a              m oo
)n.",https://cummings.ee/book/and/poem/and-seven-poems-i/,https://cummings.ee/book/and/poem/and-seven-poems-i.json,https://cummings.ee/book/and/poem/and-seven-poems-i.txt
and-seven-poems-ii,&:Seven Poems II,"i’ll tell you a dream i had once i was away up in the sky Blue,everything:",and,&,"i’ll tell you a dream i had once i was away up in the sky Blue,everything:
a bar the bar was made of brass hangIng from strings (or)someThing i was
lying on the bar it was cOOl i didn’t have anything on and I was hot all
Hot and the bar was

  COOl
O My lover,

           there’s just room for me in You
my stomach goes into your Little Stomach My legs are in your legs Your
arms
    under me around; my head fits(my head)in your Brain—my,head’s
big
she(said laughing
                 )with your head.all big",https://cummings.ee/book/and/poem/and-seven-poems-ii/,https://cummings.ee/book/and/poem/and-seven-poems-ii.json,https://cummings.ee/book/and/poem/and-seven-poems-ii.txt
and-seven-poems-iii,&:Seven Poems III,Spring is like a perhaps hand,and,&,"Spring is like a perhaps hand
(which comes carefully
out of Nowhere)arranging
a window,into which people look(while
people stare arranging and changing placing
carefully there a strange
thing and a known thing here)and

changing everything carefully

spring is like a perhaps
Hand in a window
(carefully to
and fro moving New and
Old things,while
people stare carefully
moving a perhaps
fraction of flower here placing
an inch of air there)and

without breaking anything.",https://cummings.ee/book/and/poem/and-seven-poems-iii/,https://cummings.ee/book/and/poem/and-seven-poems-iii.json,https://cummings.ee/book/and/poem/and-seven-poems-iii.txt
and-seven-poems-iv,&:Seven Poems IV,"Who
    threw the silver dollar up into the tree?
                                              I didn’t",and,&,"Who
    threw the silver dollar up into the tree?
                                              I didn’t said the little
lady who sews and grows every day paler-paler she sits sewing and grow-
ing and that’s the truth,
who threw

         the ripe melon into the tree?you
                                          got me said the smoke who
runs the elevator but I bet two bits come seven come eleven mm make
the world safe for democracy it never fails and that’s a fact;

who threw the

bunch of violets
                 into the tree?I dunno said the silver dog,   with ripe
eyes and wagged his tail that’s the god’s own

and the moon kissed the little lady on her paler-paler face and said
never mind,you’ll find
                       But the moon creeped into the pink hand of the
smoke that shook the ivories
                             and she said said She Win and you won’t be

sorry    And The Moon came!along-along to the waggy silver dog
and the moon came
and the Moon said into his Ripe Eyes
                                     and the moon
                                                  Smiled",https://cummings.ee/book/and/poem/and-seven-poems-iv/,https://cummings.ee/book/and/poem/and-seven-poems-iv.json,https://cummings.ee/book/and/poem/and-seven-poems-iv.txt
and-seven-poems-v,&:Seven Poems V,gee i like to think of dead it means nearer because deeper firmer,and,&,"gee i like to think of dead it means nearer because deeper firmer
since darker than little round water at one end of the well  it’s
too cool to be crooked and it’s too firm to be hard but it’s sharp
and thick and it loves,   every old thing falls in rosebugs and
jackknives and kittens and pennies they all sit there looking at
each other having the fastest time because they’ve never met before

dead’s more even than how many ways of sitting on your head your
unnatural hair has in the morning

dead’s clever too like POF goes the alarm off and the little striker
having the best time tickling away everybody’s brain so everybody
just puts out their finger and they stuff the poor thing all full
of fingers

dead has a smile like the nicest man you’ve never met who maybe winks
at you in a streetcar and you pretend you don’t but really you do
see and you are My how glad he winked and hope he’ll do it again

or if it talks about you somewhere behind your back it makes your neck
feel pleasant and stoopid   and if dead says may i have this one and
was never introduced you say Yes because you know you want it to dance
with you and it wants to and it can dance and Whocares

dead’s fine like hands do you see that water flowerpots in windows but
they live higher in their house that you so that’s all you see but you
don’t want to

dead’s happy like the way underclothes All so differently solemn and
inti and sitting on one string

dead never says my dear,Time for your musiclesson and you like music and
to have somebody play who can but you know you never can and why have to?

dead’s nice like a dance where you danced simple hours and you take all
your prickly-clothes off and squeeze-into-largeness without one word   and
you lie still as anything   in largeness and this largeness begins to give
you,the dance all over again and you,feel all again all over the way men

you liked made you feel when they touched you(but that’s not all)because
largeness tells you so you can feel what you made,men feel when,you touched,
them

dead’s sorry like a thistlefluff-thing which goes landing away all by
himself on somebody’s roof or something where who-ever-heard-of-growing
and nobody expects you to anyway

dead says comes with me he says(andwhyevernot)into the round well and
see the kitten and the penny and the jackknife and the rosebug
                                                              and you
say Sure you say   (like that)   sure i’ll come with you you say for i
like kittens i do and jackknives i do and pennies i do and rosebugs i do",https://cummings.ee/book/and/poem/and-seven-poems-v/,https://cummings.ee/book/and/poem/and-seven-poems-v.json,https://cummings.ee/book/and/poem/and-seven-poems-v.txt
and-seven-poems-vii,&:Seven Poems VII,who knows if the moon’s,and,&,"who knows if the moon’s
a balloon,coming out of a keen city
in the sky—filled with pretty people?
(and if you and i should

get into it,if they
should take me and take you into their balloon.
why then
we’d go up higher with all the pretty people

than houses and steeples and clouds:
go sailing
away and away sailing into a keen
city which nobody’s ever visited,where

always
       it’s
            Spring)and everyone’s
in love and flowers pick themselves",https://cummings.ee/book/and/poem/and-seven-poems-vii/,https://cummings.ee/book/and/poem/and-seven-poems-vii.json,https://cummings.ee/book/and/poem/and-seven-poems-vii.txt
portraits-i,Portraits I,being,and,&,"being
twelve
who hast merely
gonorrhea

          Oldeyed
child,to
ambitious weeness
of boots

tiny
add
death
what

shall?",https://cummings.ee/book/and/poem/portraits-i/,https://cummings.ee/book/and/poem/portraits-i.json,https://cummings.ee/book/and/poem/portraits-i.txt
and-seven-poems-vi,&:Seven Poems VI,(one!),and,&,"                        (one!)
the wisti-twisti barber
-pole is climbing

people high,up-in

tenements talk.in sawdust Voices
                                 a:whispering drunkard passes",https://cummings.ee/book/and/poem/and-seven-poems-vi/,https://cummings.ee/book/and/poem/and-seven-poems-vi.json,https://cummings.ee/book/and/poem/and-seven-poems-vi.txt
portraits-ii,Portraits II,Babylon slim,and,&,"Babylon slim
-ness of
evenslicing
eyes are chisels

scarlet Goes
with her
whitehot
face,gashed

by hair’s blue cold

jolts of
lovecrazed abrupt

flesh split “Pretty
Baby”
to
numb rhythm before christ",https://cummings.ee/book/and/poem/portraits-ii/,https://cummings.ee/book/and/poem/portraits-ii.json,https://cummings.ee/book/and/poem/portraits-ii.txt
portraits-iv,Portraits IV,the waddling,and,&,"the waddling
madam star
taps
taps.     “ready girls”.   the

unspontaneous streets
make bright their eyes
a
blind irisher fiddles a

scotch jig in a stinking
joyman bar
a cockney is
buying whiskies for a turk

a waiter intones:bloo-moon-n
sirkusricky
platzburg
hoppytoad    yesmam.    the

furious taximan
p(ee)ps
on his whistle somebody
says here’s luck

somebody else says down the hatch
the nigger smiles
the jew stands
beside his teddy-bears

the sailor shuffles the
night with fucking eyes
the great black preacher gargles jesus
the aesthete indulges

his soul for certain things which died
itis eighteen hundred
years....
exactly

   under the window
   under the window
   under the window walk

the unburied feet of
the little ladies more than dead",https://cummings.ee/book/and/poem/portraits-iv/,https://cummings.ee/book/and/poem/portraits-iv.json,https://cummings.ee/book/and/poem/portraits-iv.txt
portraits-ix,Portraits IX,impossibly,and,&,"impossibly

motivated by midnight
the flyspecked abdominous female
indubitably tellurian
strolls
        emitting minute grins

each an intaglio.
Nothing
has also carved upon her much

too white forehead a pair of
eyes which mutter thickly(as one merely
terricolous American an instant doubts
the authenticity

of these antiquities—relaxing
                              hurries
elsewhere;to blow

incredible wampum",https://cummings.ee/book/and/poem/portraits-ix/,https://cummings.ee/book/and/poem/portraits-ix.json,https://cummings.ee/book/and/poem/portraits-ix.txt
portraits-iii,Portraits III,ta,and,&,"ta
ppin
g
toe

hip
popot
amus Back

gen
teel-ly
lugu-
bri ous

                 eyes
LOOPTHELOOP

as

fathandsbangrag",https://cummings.ee/book/and/poem/portraits-iii/,https://cummings.ee/book/and/poem/portraits-iii.json,https://cummings.ee/book/and/poem/portraits-iii.txt
portraits-v,Portraits V,raise the shade,and,&,"raise the shade
will youse dearie?
rain
wouldn’t that

get yer goat but
we don’t care do
we dearie we should
worry about the rain

huh
dearie?
yknow
i’m

sorry for awl the
poor girls that
gets up god
knows when every

day of their
lives
aint you,
            oo-oo.    dearie

not so
hard dear

you’re killing me",https://cummings.ee/book/and/poem/portraits-v/,https://cummings.ee/book/and/poem/portraits-v.json,https://cummings.ee/book/and/poem/portraits-v.txt
